ID,Jugador,Equipo,Posicion,Edad,Partidos,Goles,Asistencias,ValorMercado
1633,Luis Garcia,Milan,Portero,29,37,0,3,134853179
1634,Eduardo Flores,Milan,Portero,21,17,0,2,145441752
1635,Juan Flores,Bayern Munich,Delantero,29,30,17,12,5452452
1636,Eduardo Lopez,Liverpool,Mediocampista,23,6,15,19,6967977
1637,Miguel Diaz,Juventus,Mediocampista,28,21,11,21,37382931
1638,Miguel Ramirez,Milan,Portero,27,22,0,3,13952664
1639,Fernando Flores,Barcelona,Mediocampista,31,35,10,15,191742642
1640,Ricardo Ramirez,Juventus,Portero,29,9,0,1,177089653
1641,Ricardo Silva,Juventus,Defensa,40,38,3,4,30650076
1642,Carlos Lopez,Arsenal,Delantero,25,10,4,1,87133348
1643,Eduardo Lopez,Juventus,Delantero,19,15,30,8,72553262
1644,Luis Silva,Barcelona,Defensa,32,9,4,3,172515559
1645,Juan Ramirez,Real Madrid,Mediocampista,24,28,0,0,195634251
1646,Carlos Ruiz,Manchester City,Portero,24,20,0,3,56285520
1647,Fernando Torres,Arsenal,Defensa,39,17,6,7,34267416
1648,Andres Torres,Manchester City,Defensa,31,7,1,10,88237358
1649,Luis Flores,Liverpool,Mediocampista,19,31,1,0,51634819
1650,Fernando Lopez,Arsenal,Mediocampista,29,24,5,17,23399215
1651,Javier Hernandez,Barcelona,Defensa,32,24,1,0,158494045
1652,Diego Lopez,Bayern Munich,Portero,23,35,0,0,29452647
1653,Diego Silva,Liverpool,Defensa,20,38,2,9,122540962
1654,Fernando Torres,Manchester City,Mediocampista,38,31,1,2,72502597
1655,Juan Torres,Real Madrid,Mediocampista,33,15,12,25,33451204
1656,Andres Lopez,Manchester City,Portero,26,19,0,1,65448847
1657,Andres Silva,Manchester City,Mediocampista,38,31,12,15,101565238
1658,Eduardo Perez,Bayern Munich,Delantero,31,13,39,12,149276995
1659,Carlos Ramirez,Juventus,Portero,29,33,0,0,163247808
1660,Javier Hernandez,Liverpool,Mediocampista,29,10,1,6,114681277
1661,Fernando Lopez,Real Madrid,Mediocampista,37,38,1,2,10081274
1662,Andres Lopez,Arsenal,Delantero,39,29,7,19,183807358
1663,Juan Lopez,Manchester City,Defensa,30,26,2,7,196681327
1664,Diego Ruiz,Manchester City,Portero,24,20,0,1,52483455
1665,Juan Lopez,Liverpool,Defensa,29,18,3,5,16812487
1666,Fernando Flores,Manchester City,Delantero,37,23,5,3,159178230
1667,Andres Hernandez,Milan,Portero,38,13,0,2,134960693
1668,Fernando Lopez,Chelsea,Mediocampista,38,37,0,14,29196943
1669,Eduardo Flores,PSG,Portero,25,24,0,2,48474838
1670,Luis Diaz,Arsenal,Portero,32,32,0,2,183447237
1671,Ricardo Diaz,Liverpool,Defensa,21,25,0,10,181561471
1672,Javier Flores,Milan,Delantero,36,31,34,5,85440403
1673,Javier Hernandez,Manchester City,Portero,39,24,0,0,179609878
1674,Ricardo Hernandez,Barcelona,Defensa,40,13,1,3,106421606
1675,Luis Torres,Real Madrid,Portero,23,37,0,0,88029327
1676,Andres Torres,PSG,Defensa,19,30,3,0,156989147
1677,Miguel Torres,Manchester City,Mediocampista,36,14,7,20,33220209
1678,Fernando Lopez,Manchester City,Defensa,21,13,2,5,153708557
1679,Javier Diaz,Barcelona,Defensa,21,22,4,0,13836664
1680,Diego Hernandez,Bayern Munich,Delantero,19,15,3,6,86164102
1681,Javier Silva,Real Madrid,Delantero,26,20,30,0,169632753
1682,Miguel Ramirez,Liverpool,Mediocampista,38,32,15,9,142994710
1683,Diego Garcia,Milan,Defensa,33,13,3,7,27319394
1684,Andres Garcia,Juventus,Delantero,33,29,33,16,122046792
1685,Javier Silva,PSG,Mediocampista,35,19,2,15,162751557
1686,Luis Garcia,Chelsea,Delantero,30,12,26,10,32168240
1687,Javier Perez,Chelsea,Mediocampista,38,16,1,0,199636610
1688,Luis Lopez,Manchester City,Defensa,22,20,8,0,92885075
1689,Fernando Ramirez,Bayern Munich,Mediocampista,31,7,5,22,35317043
1690,Juan Flores,Bayern Munich,Defensa,40,17,4,9,144532865
1691,Diego Flores,Manchester City,Portero,31,12,0,0,143752178
1692,Juan Diaz,Juventus,Portero,33,9,0,1,94398167
1693,Ricardo Ruiz,Barcelona,Portero,21,7,0,2,194656092
1694,Juan Silva,PSG,Defensa,25,24,8,7,1630398
1695,Eduardo Torres,Arsenal,Portero,38,29,0,3,86893682
1696,Diego Ramirez,Bayern Munich,Delantero,25,5,0,16,56215231
1697,Eduardo Lopez,PSG,Portero,30,20,0,0,38042512
1698,Javier Flores,Arsenal,Delantero,40,16,16,13,1270083
1699,Fernando Flores,Juventus,Mediocampista,25,32,8,20,144100629
1700,Luis Perez,Liverpool,Portero,40,38,0,3,94656714
1701,Miguel Diaz,Manchester City,Defensa,38,8,6,1,13410426
1702,Fernando Ramirez,PSG,Defensa,33,32,1,9,131500737
1703,Fernando Ramirez,PSG,Portero,32,34,0,1,126650844
1704,Miguel Flores,PSG,Mediocampista,23,8,8,18,161652982
1705,Diego Torres,Chelsea,Defensa,27,10,6,4,50831199
1706,Ricardo Diaz,Bayern Munich,Portero,29,18,0,2,190023803
1707,Ricardo Flores,Barcelona,Mediocampista,38,35,6,11,97204104
1708,Andres Hernandez,PSG,Portero,35,18,0,0,45063446
1709,Luis Torres,Juventus,Portero,26,20,0,1,86866826
1710,Carlos Perez,Real Madrid,Defensa,40,18,5,5,70452156
1711,Juan Garcia,Real Madrid,Mediocampista,29,10,13,14,123141256
1712,Diego Ramirez,Barcelona,Defensa,38,16,2,1,124644731
1713,Carlos Flores,Arsenal,Mediocampista,22,28,9,3,161491008
1714,Ricardo Silva,Chelsea,Mediocampista,25,37,14,18,14840920
1715,Andres Flores,Arsenal,Portero,36,23,0,1,180010046
1716,Miguel Ramirez,Manchester City,Delantero,36,37,4,13,38869524
1717,Ricardo Ramirez,PSG,Delantero,24,15,22,13,106679674
1718,Eduardo Ruiz,Juventus,Delantero,40,24,38,1,69954760
1719,Javier Torres,Manchester City,Delantero,32,33,17,7,197947999
1720,Ricardo Torres,Barcelona,Defensa,30,30,4,5,155917284
1721,Luis Ramirez,Arsenal,Portero,40,22,0,3,116109463
1722,Eduardo Flores,Real Madrid,Delantero,29,29,28,6,21810651
1723,Eduardo Ruiz,Milan,Delantero,26,27,26,0,56748922
1724,Javier Garcia,Milan,Mediocampista,31,20,15,4,60433632
1725,Luis Garcia,PSG,Delantero,23,17,14,9,141083465
1726,Eduardo Garcia,PSG,Portero,39,32,0,0,39812367
1727,Ricardo Lopez,PSG,Defensa,22,36,1,3,135608609
1728,Fernando Diaz,Chelsea,Portero,35,20,0,0,143307479
1729,Fernando Lopez,Liverpool,Portero,27,35,0,3,108988722
1730,Diego Flores,Juventus,Mediocampista,22,35,2,17,170296949
1731,Fernando Garcia,Chelsea,Mediocampista,34,19,3,2,163782798
1732,Javier Ruiz,Manchester City,Defensa,18,33,5,9,8291235
1733,Carlos Perez,Liverpool,Portero,25,17,0,3,18195590
1734,Fernando Ramirez,Liverpool,Portero,32,11,0,1,58150927
1735,Eduardo Ramirez,Arsenal,Portero,29,18,0,1,135938787
1736,Diego Garcia,Juventus,Portero,27,22,0,3,63346820
1737,Miguel Ramirez,Barcelona,Portero,19,14,0,3,111357962
1738,Fernando Ramirez,PSG,Portero,30,18,0,0,114099390
1739,Miguel Perez,Milan,Delantero,20,22,28,18,155603973
1740,Luis Flores,Arsenal,Delantero,39,8,3,16,109503787
1741,Carlos Ramirez,Arsenal,Defensa,20,24,4,3,31942777
1742,Miguel Diaz,PSG,Mediocampista,26,27,8,6,34516605
1743,Ricardo Perez,Barcelona,Defensa,31,16,6,8,175518585
1744,Eduardo Flores,Barcelona,Delantero,25,11,34,20,134914335
1745,Ricardo Perez,Liverpool,Delantero,33,29,11,15,49137053
1746,Javier Torres,Manchester City,Delantero,36,12,23,9,113068860
1747,Eduardo Hernandez,Juventus,Delantero,25,30,33,5,107879595
1748,Carlos Ruiz,PSG,Mediocampista,25,15,11,11,51090233
1749,Javier Hernandez,Chelsea,Delantero,28,23,17,6,31549768
1750,Javier Perez,PSG,Mediocampista,39,34,14,20,154931454
1751,Diego Lopez,PSG,Portero,30,12,0,0,130122462
1752,Miguel Ruiz,Bayern Munich,Defensa,37,19,4,1,146864427
1753,Miguel Diaz,Bayern Munich,Mediocampista,32,38,14,9,55440730
1754,Eduardo Hernandez,Liverpool,Delantero,38,30,21,14,86103153
1755,Juan Perez,Manchester City,Defensa,22,35,4,1,170101842
1756,Ricardo Torres,Manchester City,Defensa,34,18,1,6,146261614
1757,Fernando Garcia,Arsenal,Mediocampista,29,25,5,15,1504562
1758,Miguel Hernandez,Juventus,Defensa,40,6,7,1,119542713
1759,Andres Diaz,Bayern Munich,Defensa,35,25,1,8,86579495
1760,Diego Ruiz,Juventus,Portero,40,6,0,1,73671521
1761,Diego Lopez,Milan,Defensa,25,19,8,4,85106486
1762,Andres Lopez,Arsenal,Portero,31,30,0,3,121375425
1763,Juan Flores,Juventus,Portero,37,25,0,1,27911768
1764,Miguel Garcia,Juventus,Defensa,31,13,0,7,34234392
1765,Carlos Perez,Real Madrid,Delantero,38,36,40,17,131920953
1766,Juan Perez,Real Madrid,Delantero,31,11,40,17,7388717
1767,Ricardo Ramirez,Manchester City,Delantero,31,27,13,13,183880518
1768,Diego Hernandez,Juventus,Defensa,19,12,1,0,47224966
1769,Diego Torres,Real Madrid,Delantero,30,19,19,0,45283846
1770,Fernando Torres,Real Madrid,Mediocampista,20,13,0,19,184364657
1771,Fernando Diaz,Bayern Munich,Mediocampista,21,35,15,2,54577759
1772,Andres Lopez,Manchester City,Portero,25,20,0,3,137491924
1773,Juan Hernandez,Arsenal,Portero,19,23,0,0,112401106
1774,Javier Ramirez,PSG,Defensa,23,20,8,7,183074055
1775,Miguel Silva,Chelsea,Portero,27,37,0,1,127929396
1776,Andres Torres,Arsenal,Portero,19,16,0,3,140904687
1777,Andres Perez,Chelsea,Defensa,32,14,6,2,64912469
1778,Ricardo Torres,Chelsea,Mediocampista,22,20,0,7,14807061
1779,Eduardo Hernandez,Milan,Mediocampista,39,7,14,4,146483489
1780,Juan Hernandez,Milan,Portero,39,14,0,1,6683373
1781,Ricardo Perez,Manchester City,Delantero,27,16,5,13,56181190
1782,Javier Torres,Milan,Defensa,40,29,3,0,156556554
1783,Luis Garcia,Arsenal,Delantero,21,11,11,6,139789325
1784,Carlos Flores,PSG,Defensa,30,10,2,8,17310015
1785,Diego Garcia,Arsenal,Defensa,31,13,6,8,158178806
1786,Ricardo Lopez,PSG,Mediocampista,25,24,0,0,192815338
1787,Luis Flores,PSG,Mediocampista,25,7,7,20,28844697
1788,Javier Garcia,Arsenal,Portero,24,13,0,1,115884506
1789,Diego Hernandez,Bayern Munich,Defensa,30,13,8,9,117671291
1790,Diego Ruiz,Barcelona,Mediocampista,36,28,12,13,181858123
1791,Carlos Diaz,Milan,Delantero,28,9,39,4,37921839
1792,Eduardo Ramirez,Manchester City,Mediocampista,38,36,2,8,197988305
1793,Ricardo Hernandez,PSG,Delantero,32,23,10,20,103493694
1794,Javier Ruiz,Liverpool,Portero,38,38,0,3,79666368
1795,Miguel Hernandez,Manchester City,Portero,26,30,0,2,85638551
1796,Juan Ruiz,Bayern Munich,Portero,30,12,0,0,194629302
1797,Eduardo Ruiz,Liverpool,Delantero,32,19,39,2,172177933
1798,Carlos Garcia,Juventus,Defensa,35,12,7,7,83144886
1799,Juan Silva,Milan,Delantero,31,30,23,20,194098408
1800,Ricardo Flores,Chelsea,Mediocampista,24,14,4,21,195533950
1801,Luis Flores,PSG,Defensa,31,35,4,4,28898246
1802,Ricardo Diaz,Manchester City,Defensa,25,20,4,6,15602409
1803,Carlos Diaz,Manchester City,Defensa,37,32,2,10,161495310
1804,Javier Torres,PSG,Delantero,32,32,39,9,109455711
1805,Miguel Garcia,Barcelona,Defensa,39,9,5,8,141465028
1806,Andres Diaz,Barcelona,Mediocampista,18,8,14,0,198768321
1807,Juan Ruiz,Barcelona,Portero,21,14,0,0,33068539
1808,Ricardo Silva,Barcelona,Mediocampista,27,25,0,0,92269041
1809,Ricardo Perez,Milan,Delantero,19,5,12,16,179459469
1810,Eduardo Perez,PSG,Portero,19,32,0,2,84686046
1811,Eduardo Ramirez,Juventus,Mediocampista,26,15,15,24,85228189
1812,Andres Lopez,Chelsea,Portero,22,35,0,2,116980065
1813,Miguel Flores,Barcelona,Defensa,32,33,5,1,101866592
1814,Ricardo Torres,Barcelona,Delantero,36,16,34,3,123187565
1815,Fernando Torres,Milan,Defensa,23,27,4,5,52790352
1816,Luis Ruiz,Arsenal,Delantero,25,12,0,15,25088530
1817,Carlos Garcia,Liverpool,Delantero,35,29,18,17,194686214
1818,Miguel Lopez,Real Madrid,Portero,23,6,0,3,159427338
1819,Juan Flores,Manchester City,Portero,31,11,0,3,34229413
1820,Eduardo Perez,Juventus,Delantero,39,15,31,14,5399069
1821,Miguel Lopez,Chelsea,Defensa,21,14,4,9,91241113
1822,Eduardo Garcia,Liverpool,Mediocampista,38,20,9,6,56632559
1823,Juan Torres,Bayern Munich,Defensa,25,31,1,8,178627875
1824,Diego Lopez,Manchester City,Defensa,31,37,3,1,152153256
1825,Carlos Perez,Chelsea,Delantero,18,26,11,19,42043005
1826,Ricardo Flores,Arsenal,Defensa,18,24,2,9,142926733
1827,Andres Flores,Liverpool,Defensa,40,29,4,4,87954527
1828,Andres Ruiz,Bayern Munich,Defensa,34,25,1,2,167947570
1829,Carlos Perez,Barcelona,Defensa,39,11,1,0,83400186
1830,Carlos Garcia,Juventus,Defensa,26,23,1,0,187127571
1831,Diego Ruiz,PSG,Defensa,40,31,2,4,194774285
1832,Carlos Hernandez,Juventus,Portero,37,27,0,2,28428455
1833,Eduardo Garcia,Bayern Munich,Defensa,21,5,8,6,99803353
1834,Carlos Lopez,Milan,Defensa,38,20,5,0,56141983
1835,Fernando Torres,Real Madrid,Delantero,38,29,18,7,161546567
1836,Eduardo Lopez,Manchester City,Mediocampista,20,29,11,20,5540173
1837,Luis Torres,Barcelona,Mediocampista,30,37,12,0,184134555
1838,Eduardo Garcia,Juventus,Delantero,36,34,12,2,120981616
1839,Juan Hernandez,Barcelona,Defensa,32,26,1,2,152092361
1840,Ricardo Ramirez,Arsenal,Delantero,29,28,7,15,168922423
1841,Andres Diaz,Barcelona,Portero,35,28,0,1,63348613
1842,Diego Silva,Liverpool,Portero,19,34,0,1,73630049
1843,Juan Perez,PSG,Portero,20,22,0,3,13121468
1844,Eduardo Perez,Juventus,Portero,37,24,0,3,179309461
1845,Carlos Perez,Juventus,Portero,26,26,0,0,171088991
1846,Luis Perez,Barcelona,Delantero,28,35,4,16,162877307
1847,Miguel Ramirez,PSG,Portero,25,9,0,2,76518671
1848,Juan Lopez,Liverpool,Defensa,23,27,7,4,170727708
1849,Luis Ruiz,Juventus,Mediocampista,19,14,12,1,162154143
1850,Andres Silva,Liverpool,Defensa,34,15,5,4,188494892
1851,Javier Flores,PSG,Delantero,29,32,23,7,127553427
1852,Fernando Silva,Bayern Munich,Mediocampista,34,18,10,25,136031753
1853,Juan Flores,Milan,Delantero,24,30,18,14,80398922
1854,Miguel Perez,Arsenal,Mediocampista,27,10,5,5,181872055
1855,Carlos Torres,Barcelona,Mediocampista,23,18,2,17,33574392
1856,Diego Ruiz,Barcelona,Portero,30,36,0,3,152484492
1857,Diego Lopez,Real Madrid,Mediocampista,33,7,13,7,87239514
1858,Eduardo Garcia,Real Madrid,Portero,22,10,0,3,35592700
1859,Andres Perez,Barcelona,Delantero,28,27,40,17,19689498
1860,Diego Diaz,Arsenal,Portero,18,7,0,1,105693608
1861,Diego Torres,Milan,Portero,19,33,0,0,16522925
1862,Miguel Torres,Juventus,Defensa,28,21,2,8,170372795
1863,Luis Lopez,Real Madrid,Defensa,33,13,3,7,6801690
1864,Luis Ramirez,Real Madrid,Defensa,26,32,1,2,106892576
1865,Luis Torres,Real Madrid,Defensa,24,8,3,6,88020103
1866,Eduardo Garcia,Chelsea,Defensa,29,36,0,8,111267501
1867,Eduardo Ruiz,Juventus,Defensa,31,13,3,1,144234581
1868,Diego Hernandez,Manchester City,Mediocampista,34,29,11,15,177966901
1869,Ricardo Silva,Bayern Munich,Delantero,24,38,30,3,127139933
1870,Eduardo Ruiz,Bayern Munich,Defensa,33,34,4,1,67839801
1871,Juan Silva,Manchester City,Mediocampista,20,24,15,19,90855047
1872,Juan Hernandez,Juventus,Delantero,36,7,28,20,6939064
1873,Carlos Garcia,Bayern Munich,Defensa,39,9,1,1,70418266
1874,Fernando Ramirez,Arsenal,Delantero,37,35,13,19,37847547
1875,Javier Torres,Juventus,Mediocampista,21,23,11,8,62017785
1876,Diego Perez,Barcelona,Portero,20,23,0,0,7288193
1877,Andres Garcia,Milan,Delantero,37,38,4,12,84600112
1878,Fernando Lopez,Chelsea,Defensa,21,13,3,3,34768188
1879,Carlos Torres,PSG,Delantero,23,25,21,1,179368204
1880,Eduardo Diaz,Juventus,Defensa,40,21,1,6,184353022
1881,Ricardo Ruiz,Barcelona,Defensa,38,30,2,2,118667090
1882,Eduardo Lopez,Real Madrid,Delantero,30,35,12,10,192325630
1883,Eduardo Ruiz,Manchester City,Portero,30,10,0,3,141880214
1884,Ricardo Flores,Liverpool,Mediocampista,27,13,10,23,198527535
1885,Miguel Silva,Real Madrid,Mediocampista,18,36,11,2,127434751
1886,Andres Diaz,Milan,Defensa,27,35,5,9,2539376
1887,Miguel Ramirez,Bayern Munich,Delantero,22,29,19,16,64978835
1888,Eduardo Lopez,Real Madrid,Delantero,18,7,39,16,168445962
1889,Diego Silva,Arsenal,Defensa,22,19,8,8,99120130
1890,Luis Perez,Barcelona,Mediocampista,18,15,7,25,9798425
1891,Juan Ramirez,Bayern Munich,Portero,34,6,0,0,72254896
1892,Eduardo Diaz,Bayern Munich,Portero,18,28,0,2,19621839
1893,Luis Flores,Real Madrid,Mediocampista,26,8,2,14,155398563
1894,Ricardo Ramirez,Milan,Mediocampista,38,25,0,22,67597099
1895,Eduardo Lopez,Milan,Mediocampista,27,28,10,2,123876013
1896,Miguel Ruiz,Chelsea,Portero,31,21,0,1,96940207
1897,Diego Ruiz,Bayern Munich,Defensa,20,31,4,7,119024780
1898,Carlos Lopez,Manchester City,Delantero,34,23,17,17,161460150
1899,Carlos Ruiz,Arsenal,Portero,25,15,0,2,156735978
1900,Luis Flores,Milan,Delantero,33,12,39,9,66296499
1901,Javier Garcia,Milan,Portero,24,10,0,1,3715262
1902,Fernando Ramirez,Real Madrid,Portero,19,13,0,1,110232820
1903,Javier Diaz,Arsenal,Defensa,18,25,3,9,142661399
1904,Javier Garcia,Manchester City,Delantero,28,16,29,10,189724492
1905,Carlos Ramirez,Chelsea,Defensa,27,16,5,5,195622744
1906,Miguel Diaz,Milan,Delantero,18,13,36,19,150797665
1907,Miguel Diaz,Arsenal,Portero,35,36,0,3,44891846
1908,Ricardo Ruiz,Barcelona,Mediocampista,37,16,12,4,185071913
1909,Ricardo Torres,Milan,Mediocampista,18,9,14,12,119906719
1910,Javier Ruiz,PSG,Delantero,39,10,7,12,187802920
1911,Javier Hernandez,Barcelona,Defensa,38,24,4,3,4824409
1912,Ricardo Flores,Liverpool,Portero,20,8,0,0,107784283
1913,Miguel Torres,Chelsea,Delantero,24,28,0,9,10032479
1914,Carlos Hernandez,Manchester City,Mediocampista,23,22,15,14,138232893
1915,Juan Torres,Real Madrid,Delantero,19,17,20,3,92271419
1916,Javier Ramirez,PSG,Mediocampista,37,31,5,8,191513708
1917,Miguel Diaz,Milan,Delantero,33,28,30,14,72975037
1918,Javier Torres,Milan,Portero,39,15,0,1,45698280
1919,Luis Lopez,Liverpool,Delantero,19,38,14,9,27841051
1920,Fernando Ramirez,Milan,Defensa,18,38,6,10,124201245
1921,Carlos Lopez,Milan,Delantero,32,29,26,11,92819345
1922,Javier Ramirez,Real Madrid,Defensa,22,30,8,2,128365686
1923,Ricardo Diaz,Bayern Munich,Defensa,24,24,8,2,164285387
1924,Eduardo Lopez,Bayern Munich,Mediocampista,22,8,13,13,38831392
1925,Diego Hernandez,Juventus,Mediocampista,21,31,12,3,18074799
1926,Javier Lopez,Juventus,Mediocampista,40,9,0,6,143997988
1927,Fernando Flores,PSG,Mediocampista,38,35,10,23,194119901
1928,Diego Diaz,Milan,Defensa,22,13,3,10,8124513
1929,Luis Silva,Arsenal,Defensa,20,22,6,2,194234127
1930,Andres Flores,Liverpool,Mediocampista,22,13,8,8,14339450
1931,Luis Diaz,Bayern Munich,Delantero,38,24,23,2,100137778
1932,Fernando Garcia,Chelsea,Defensa,38,6,3,3,166377601
1933,Carlos Ramirez,Liverpool,Delantero,34,5,29,4,146641280
1934,Javier Hernandez,Liverpool,Delantero,18,7,23,17,90848530
1935,Miguel Torres,Arsenal,Portero,30,38,0,2,16761074
1936,Carlos Flores,Liverpool,Mediocampista,39,17,7,0,137713960
1937,Javier Ramirez,Bayern Munich,Defensa,25,19,1,10,158617334
1938,Juan Diaz,Milan,Mediocampista,31,25,5,12,178074682
1939,Miguel Lopez,Bayern Munich,Mediocampista,32,22,11,12,83057533
1940,Diego Ruiz,Bayern Munich,Mediocampista,33,30,3,11,82881742
1941,Carlos Perez,Chelsea,Defensa,37,18,4,1,96576668
1942,Miguel Ruiz,Bayern Munich,Mediocampista,30,22,14,17,55303721
1943,Miguel Perez,PSG,Delantero,20,34,39,2,27282429
1944,Luis Ramirez,Arsenal,Defensa,24,15,0,2,46140783
1945,Carlos Ramirez,Juventus,Delantero,20,31,11,16,49304155
1946,Luis Perez,Arsenal,Mediocampista,35,26,13,9,153752479
1947,Andres Lopez,Real Madrid,Portero,21,19,0,2,88574685
1948,Diego Lopez,Juventus,Delantero,23,7,17,12,169776182
1949,Miguel Silva,Bayern Munich,Defensa,35,24,5,6,110632427
1950,Luis Perez,Liverpool,Defensa,23,27,2,3,89155799
1951,Carlos Silva,Juventus,Portero,27,18,0,1,107477858
1952,Miguel Lopez,PSG,Portero,33,8,0,3,4842800
1953,Miguel Ramirez,Barcelona,Portero,19,38,0,1,163530167
1954,Fernando Torres,Milan,Mediocampista,25,34,9,18,66850175
1955,Luis Garcia,Barcelona,Delantero,21,17,40,16,126175997
1956,Ricardo Torres,Juventus,Defensa,31,30,3,3,103544353
1957,Javier Flores,Real Madrid,Delantero,26,23,25,18,187106068
1958,Luis Ramirez,Barcelona,Portero,25,28,0,1,49002213
1959,Javier Flores,Bayern Munich,Delantero,23,34,9,18,79753152
1960,Carlos Hernandez,PSG,Delantero,38,22,9,17,34742503
1961,Eduardo Torres,Liverpool,Delantero,21,17,27,20,92192266
1962,Javier Torres,Arsenal,Mediocampista,28,33,11,19,54029544
1963,Luis Silva,Liverpool,Mediocampista,37,29,3,7,41454526
1964,Luis Garcia,Liverpool,Defensa,20,6,6,10,81331202
1965,Juan Diaz,Bayern Munich,Mediocampista,18,9,1,23,19014044
1966,Luis Flores,Chelsea,Portero,32,8,0,1,6503713
1967,Ricardo Hernandez,Liverpool,Mediocampista,28,18,15,11,36901095
1968,Diego Torres,Barcelona,Portero,31,35,0,3,107108753
1969,Fernando Lopez,PSG,Delantero,31,33,5,11,93217487
1970,Javier Perez,Juventus,Mediocampista,40,37,1,12,101538503
1971,Javier Lopez,Barcelona,Defensa,34,18,1,2,157825258
1972,Eduardo Silva,Milan,Mediocampista,28,26,3,0,142790681
1973,Miguel Perez,Chelsea,Portero,25,37,0,0,150771289
1974,Andres Perez,Barcelona,Mediocampista,35,17,1,9,98908467
1975,Fernando Ruiz,Arsenal,Defensa,38,23,8,5,172935912
1976,Carlos Silva,Chelsea,Mediocampista,31,23,1,9,195235264
1977,Carlos Lopez,Bayern Munich,Portero,23,24,0,1,177080913
1978,Carlos Garcia,PSG,Mediocampista,27,11,1,13,82245372
1979,Andres Ramirez,Manchester City,Portero,18,35,0,2,65206452
1980,Carlos Ruiz,Barcelona,Delantero,21,18,35,9,85818011
1981,Javier Perez,Juventus,Delantero,25,6,13,13,12200324
1982,Andres Silva,Liverpool,Portero,33,17,0,1,5894408
1983,Diego Ramirez,Juventus,Mediocampista,31,7,7,20,167915208
1984,Juan Silva,Barcelona,Mediocampista,22,18,9,9,72728385
1985,Fernando Lopez,Manchester City,Mediocampista,30,32,11,13,112574777
1986,Eduardo Diaz,Juventus,Mediocampista,37,16,11,13,60135167
1987,Miguel Silva,Juventus,Mediocampista,24,13,6,6,26827545
1988,Miguel Hernandez,Chelsea,Defensa,29,18,5,9,14619708
1989,Ricardo Hernandez,Real Madrid,Mediocampista,20,22,11,23,59003725
1990,Andres Hernandez,Milan,Portero,32,28,0,3,68823009
1991,Carlos Lopez,Bayern Munich,Defensa,40,6,4,9,11672878
1992,Ricardo Silva,Bayern Munich,Portero,20,36,0,0,165476801
1993,Luis Garcia,Bayern Munich,Defensa,18,7,5,7,52837223
1994,Fernando Lopez,Chelsea,Defensa,23,21,4,2,77460023
1995,Ricardo Flores,Milan,Portero,38,11,0,3,63373363
1996,Fernando Silva,Chelsea,Delantero,30,8,10,10,50009402
1997,Andres Garcia,Arsenal,Defensa,28,13,8,7,56854921
1998,Juan Lopez,Juventus,Delantero,23,15,14,9,51312701
1999,Andres Silva,Bayern Munich,Portero,34,26,0,2,127133404
2000,Fernando Ramirez,Juventus,Defensa,31,9,0,0,197802006
2001,Juan Silva,PSG,Delantero,28,29,30,14,136706635
2002,Andres Hernandez,Manchester City,Portero,35,6,0,1,177505758
2003,Fernando Diaz,Milan,Delantero,39,23,28,8,132996445
2004,Ricardo Diaz,Manchester City,Delantero,38,17,18,8,100000797
2005,Andres Lopez,Juventus,Portero,21,22,0,1,108005636
2006,Eduardo Torres,PSG,Delantero,20,24,11,13,58755849
2007,Carlos Hernandez,Arsenal,Delantero,37,28,35,15,116968663
2008,Carlos Lopez,Barcelona,Mediocampista,38,27,8,16,158718832
2009,Luis Diaz,Barcelona,Delantero,19,22,26,16,99739446
2010,Javier Flores,Real Madrid,Mediocampista,24,33,11,23,182536227
2011,Eduardo Garcia,Juventus,Delantero,39,8,15,14,145909768
2012,Juan Flores,PSG,Portero,36,38,0,2,147513505
2013,Carlos Ruiz,Chelsea,Mediocampista,21,20,4,15,89293917
2014,Fernando Garcia,Milan,Defensa,37,31,3,5,62306336
2015,Luis Perez,Milan,Defensa,36,13,5,5,60046338
2016,Juan Ramirez,Chelsea,Portero,28,31,0,2,145961912
2017,Miguel Perez,Liverpool,Delantero,36,5,34,14,33646561
2018,Javier Torres,PSG,Mediocampista,32,30,15,13,159396757
2019,Carlos Flores,Real Madrid,Delantero,34,22,9,6,177469872
2020,Diego Ruiz,Chelsea,Mediocampista,36,19,12,10,165958684
2021,Andres Hernandez,Bayern Munich,Portero,20,22,0,0,55577541
2022,Juan Ruiz,Manchester City,Mediocampista,21,9,12,9,10102637
2023,Ricardo Ruiz,Juventus,Mediocampista,37,17,12,25,67975594
2024,Carlos Perez,PSG,Defensa,35,22,4,6,118239377
2025,Luis Hernandez,Milan,Portero,23,35,0,1,108476170
2026,Luis Lopez,Liverpool,Defensa,40,16,5,1,185128596
2027,Eduardo Ruiz,Bayern Munich,Portero,32,26,0,3,189318133
2028,Diego Ruiz,Milan,Mediocampista,32,12,15,5,60554276
2029,Eduardo Ruiz,Bayern Munich,Delantero,35,35,32,1,183120722
2030,Diego Diaz,Real Madrid,Mediocampista,22,33,0,18,113379487
2031,Juan Diaz,Juventus,Delantero,39,7,20,0,44447889
2032,Juan Ruiz,Milan,Mediocampista,38,26,9,13,68032453
2033,Luis Torres,Juventus,Mediocampista,21,36,10,7,37523449
2034,Diego Ruiz,Chelsea,Portero,29,22,0,2,48380471
2035,Miguel Diaz,Milan,Defensa,34,27,7,5,79585051
